 Time, Date, temp, Hum,Df_NH3, volt_NH3,MQ_136, Vmq136, mq136_Ratio,MQ_135,Vmq135, mq135_Ratio,MQ_2,Vmq2, mq2_Ratio,MQ_4,Vmq4, mq4_Ratio,MQ_8, Vmq8, mq8_Ratio,Sampe/Class
6:09:34 PM,27-05-23,27.4,30,0.81,0.54,0.4,2.02,3.6,4.53,0.82,3.53,3.66,0.94,9.74,16.25,2.24,4.41,53.17,1.95,68.79,Coffee 2
6:09:35 PM,27-05-23,27.4,30,0.81,0.54,0.37,1.98,3.67,4.15,0.77,3.65,3.27,0.95,10.24,15.3,2.23,4.5,53.17,1.93,68.79,Coffee 2
6:09:35 PM,27-05-23,27.4,30,0.81,0.54,0.39,2,3.62,3.89,0.78,3.75,3.27,0.95,10.24,16.62,2.25,4.37,53.55,1.93,68.09,Coffee 2
6:09:36 PM,27-05-23,27.4,30,0.81,0.54,0.43,2.06,3.53,5.02,0.84,3.38,4.18,1.01,9.16,18.54,2.3,4.2,54.23,2.04,66.85,Coffee 2
6:09:37 PM,27-05-23,27.4,30,0.81,0.54,0.42,1.98,3.53,3.11,0.74,4.11,3.22,0.94,10.3,15.81,2.26,4.45,53.7,1.96,67.81,Coffee 2
6:09:37 PM,27-05-23,27.4,30,0.81,0.54,0.46,2.04,3.45,3.72,0.74,3.82,2.96,0.97,10.71,18.14,2.31,4.24,53.32,1.99,68.51,Coffee 2
6:09:38 PM,27-05-23,27.5,30,0.81,0.55,0.46,2.02,3.46,3.17,0.73,4.07,2.96,0.91,10.71,17.75,2.29,4.27,53.7,1.99,67.81,Coffee 2
6:09:38 PM,27-05-23,27.5,30,0.81,0.54,0.46,2.02,3.46,3.39,0.7,3.97,3.22,0.96,10.3,16.43,2.28,4.39,53.1,1.99,68.93,Coffee 2
6:09:39 PM,27-05-23,27.5,30,0.81,0.54,0.42,2.01,3.55,3.23,0.75,4.04,3.05,0.89,10.57,17.65,2.3,4.28,53.32,2,68.51,Coffee 2
6:09:39 PM,27-05-23,27.5,30,0.81,0.54,0.47,2.06,3.44,3.29,0.75,4.01,3.02,0.9,10.6,17.84,2.28,4.26,53.77,1.97,67.67,Coffee 2
6:09:40 PM,27-05-23,27.4,30,0.81,0.54,0.45,2.06,3.46,2.82,0.74,4.27,2.89,0.93,10.81,16.43,2.26,4.39,53.62,2,67.95,Coffee 2
6:09:40 PM,27-05-23,27.4,30,0.81,0.54,0.46,2.02,3.44,3.08,0.75,4.12,3.22,0.91,10.3,17.36,2.3,4.3,54.38,1.99,66.58,Coffee 2
6:09:41 PM,27-05-23,27.4,30,0.81,0.54,0.48,2.05,3.4,2.99,0.7,4.17,2.53,0.93,11.49,18.34,2.31,4.22,54.53,1.97,66.31,Coffee 2
6:09:41 PM,27-05-23,27.4,30,0.81,0.54,0.48,2.04,3.4,3.32,0.72,4,3,0.92,10.64,18.44,2.33,4.21,54.38,2,66.58,Coffee 2
6:09:42 PM,27-05-23,27.5,30,0.81,0.54,0.47,2.06,3.42,3.29,0.75,4.01,3,0.95,10.64,17.94,2.3,4.25,54.46,2,66.44,Coffee 2
6:09:42 PM,27-05-23,27.5,30,0.81,0.54,0.46,2.07,3.45,3.58,0.77,3.88,2.96,1.01,10.71,15.55,2.3,4.48,54.61,2.01,66.17,Coffee 2
6:09:43 PM,27-05-23,27.5,30,0.81,0.54,0.46,2.04,3.45,3.08,0.77,4.12,3.2,0.91,10.33,19.06,2.29,4.16,55.14,2.03,65.24,Coffee 2
6:09:43 PM,27-05-23,27.5,30,0.81,0.55,0.49,2.01,3.39,3.02,0.71,4.15,3.05,0.96,10.57,17.84,2.33,4.26,53.85,2.01,67.53,Coffee 2
6:09:44 PM,27-05-23,27.5,30,0.81,0.54,0.51,2.1,3.35,3.29,0.75,4.01,3.34,0.94,10.14,18.24,2.18,4.23,54.3,2.05,66.71,Coffee 2
6:09:44 PM,27-05-23,27.5,30,0.81,0.54,0.5,2.03,3.37,3.14,0.77,4.09,3.18,0.95,10.37,16.52,2.28,4.38,55.3,1.97,64.97,Coffee 2
6:09:45 PM,27-05-23,27.5,30,0.81,0.54,0.45,2.06,3.46,3.75,0.72,3.8,3.32,0.9,10.17,17.08,2.27,4.33,54.99,1.96,65.5,Coffee 2
6:09:46 PM,27-05-23,27.5,30,0.81,0.54,0.42,2.04,3.53,3.29,0.76,4.01,2.51,0.98,11.53,19.06,2.3,4.16,55.07,1.97,65.37,Coffee 2
6:09:46 PM,27-05-23,27.5,30,0.81,0.54,0.43,2.05,3.51,3.2,0.79,4.06,3.11,0.94,10.47,16.71,2.29,4.36,54.99,2.01,65.5,Coffee 2
6:09:47 PM,27-05-23,27.5,30,0.81,0.54,0.53,2.07,3.32,3.39,0.78,3.97,2.81,0.94,10.96,17.55,2.33,4.29,54.99,2.03,65.5,Coffee 2
6:09:47 PM,27-05-23,27.5,30,0.81,0.54,0.48,2.07,3.41,3.48,0.77,3.92,3,0.94,10.64,17.75,2.33,4.27,55.07,2.02,65.37,Coffee 2
6:09:48 PM,27-05-23,27.5,30,0.81,0.54,0.46,2.09,3.45,3.86,0.77,3.76,3.07,0.89,10.54,18.75,2.31,4.19,55.3,2.03,64.97,Coffee 2
6:09:48 PM,27-05-23,27.5,30,0.81,0.55,0.52,2.05,3.33,3.89,0.81,3.75,3.53,0.94,9.89,18.75,2.32,4.19,55.14,1.96,65.24,Coffee 2
6:09:49 PM,27-05-23,27.5,30,0.81,0.54,0.49,2.05,3.39,3.86,0.77,3.76,3.44,0.96,10.01,16.34,2.33,4.4,54.99,2.03,65.5,Coffee 2
6:09:49 PM,27-05-23,27.5,30,0.81,0.54,0.44,2.04,3.48,3.89,0.82,3.75,3.63,1,9.77,18.54,2.32,4.2,55.68,2.04,64.32,Coffee 2
6:09:50 PM,27-05-23,27.5,30,0.81,0.54,0.43,2.09,3.52,3.93,0.81,3.73,3.46,0.98,9.98,18.24,2.28,4.23,56.15,2.07,63.55,Coffee 2
6:09:50 PM,27-05-23,27.5,30,0.81,0.54,0.48,2.04,3.41,3.89,0.76,3.75,3.46,0.94,9.98,16.62,2.31,4.37,55.45,2.03,64.71,Coffee 2
6:09:51 PM,27-05-23,27.5,30,0.81,0.54,0.46,2.07,3.44,3.14,0.77,4.09,3.09,1,10.5,18.95,2.25,4.17,54.91,2.05,65.64,Coffee 2
6:09:51 PM,27-05-23,27.5,30,0.81,0.54,0.45,2.05,3.47,3.58,0.79,3.88,3.27,0.94,10.24,17.55,2.3,4.29,55.53,2.06,64.58,Coffee 2
6:09:52 PM,27-05-23,27.5,30,0.81,0.54,0.47,2.07,3.42,3.89,0.78,3.75,3.2,0.95,10.33,16.62,2.29,4.37,55.53,2.01,64.58,Coffee 2
6:09:52 PM,27-05-23,27.5,30,0.81,0.54,0.45,2.01,3.48,4.9,0.82,3.42,3.18,0.96,10.37,17.46,2.27,4.3,55.38,2.07,64.84,Coffee 2
6:09:53 PM,27-05-23,27.5,30,0.81,0.54,0.44,1.95,3.51,4.18,0.79,3.64,3.41,0.96,10.04,17.84,2.29,4.26,55.38,2.03,64.84,Coffee 2
6:09:53 PM,27-05-23,27.5,30,0.81,0.55,0.4,2.02,3.59,3.96,0.79,3.72,3.32,0.99,10.17,17.75,2.24,4.27,54.84,2,65.77,Coffee 2
6:09:54 PM,27-05-23,27.5,30,0.81,0.54,0.4,2,3.59,4.07,0.81,3.68,3.27,0.95,10.24,18.44,2.27,4.21,54.38,2.03,66.58,Coffee 2
6:09:55 PM,27-05-23,27.5,30,0.81,0.54,0.39,2.03,3.63,4.11,0.83,3.67,3.11,0.92,10.47,17.27,2.3,4.31,56.15,2.04,63.55,Coffee 2
6:09:55 PM,27-05-23,27.5,30,0.81,0.55,0.41,2.02,3.56,3.52,0.8,3.91,3.34,0.92,10.14,17.84,2.29,4.26,54.08,2.05,67.12,Coffee 2
6:09:56 PM,27-05-23,27.5,30,0.81,0.54,0.42,2.03,3.55,4.22,0.8,3.63,3.41,0.96,10.04,18.14,2.3,4.24,55.53,2.05,64.58,Coffee 2
6:09:56 PM,27-05-23,27.5,30,0.81,0.54,0.42,2.04,3.55,4.69,0.8,3.48,3.36,0.85,10.11,18.85,2.28,4.18,56.23,2.03,63.42,Coffee 2
6:09:57 PM,27-05-23,27.5,30,0.81,0.54,0.38,1.98,3.64,4.07,0.75,3.68,3.29,0.93,10.2,17.46,2.27,4.3,54.99,2.07,65.5,Coffee 2
6:09:57 PM,27-05-23,27.5,30,0.81,0.54,0.39,1.9,3.61,2.85,0.75,4.26,3.36,0.98,10.11,17.55,2.29,4.29,56.46,2.07,63.04,Coffee 2
6:09:58 PM,27-05-23,27.5,30,0.81,0.55,0.39,1.96,3.61,3.79,0.74,3.79,3.51,0.95,9.92,16.99,2.31,4.34,55.84,2.07,64.06,Coffee 2
6:09:58 PM,27-05-23,27.5,30,0.81,0.55,0.37,2.02,3.67,3.72,0.78,3.82,2.92,0.99,10.78,17.46,2.31,4.3,55.14,2.04,65.24,Coffee 2
6:09:59 PM,27-05-23,27.5,30,0.81,0.54,0.39,1.98,3.62,3.93,0.74,3.73,3.2,0.95,10.33,16.25,2.3,4.41,56.31,2.05,63.29,Coffee 2
6:09:59 PM,27-05-23,27.5,30,0.81,0.54,0.38,1.98,3.65,3.55,0.77,3.89,3.41,0.93,10.04,16.62,2.29,4.37,55.76,2.05,64.19,Coffee 2
6:10:00 PM,27-05-23,27.5,30,0.81,0.54,0.39,2.03,3.61,3.86,0.81,3.76,3.46,0.96,9.98,18.54,2.27,4.2,55.53,2.05,64.58,Coffee 2
6:10:00 PM,27-05-23,27.5,30,0.81,0.54,0.39,1.97,3.62,3.82,0.79,3.78,3.07,0.99,10.54,17.46,2.28,4.3,55.76,2.05,64.19,Coffee 2
6:10:01 PM,27-05-23,27.5,30,0.81,0.54,0.43,1.99,3.51,3.52,0.76,3.91,3.44,0.95,10.01,17.08,2.28,4.33,55.99,2.01,63.8,Coffee 2
6:10:01 PM,27-05-23,27.5,30,0.81,0.54,0.41,2.01,3.58,3.93,0.78,3.73,3.32,0.95,10.17,16.99,2.28,4.34,55.45,2.06,64.71,Coffee 2
6:10:02 PM,27-05-23,27.5,30,0.81,0.55,0.39,1.97,3.61,3.82,0.76,3.78,3.22,0.99,10.3,17.17,2.3,4.32,56.15,2.08,63.55,Coffee 2
6:10:02 PM,27-05-23,27.5,30,0.81,0.54,0.37,1.99,3.66,3.52,0.78,3.91,3.09,0.9,10.5,17.46,2.31,4.3,55.99,2.08,63.8,Coffee 2
6:10:03 PM,27-05-23,27.5,30,0.81,0.54,0.41,1.98,3.58,3.55,0.78,3.89,3.16,0.94,10.4,17.17,2.31,4.32,55.38,2.02,64.84,Coffee 2
6:10:03 PM,27-05-23,27.5,30,0.81,0.54,0.34,1.93,3.76,3.65,0.77,3.85,3.02,0.97,10.6,16.8,2.3,4.35,55.07,2.04,65.37,Coffee 2
6:10:04 PM,27-05-23,27.5,30,0.81,0.55,0.36,1.98,3.7,3.29,0.77,4.01,2.92,0.97,10.78,17.94,2.29,4.25,56.07,2.03,63.67,Coffee 2
6:10:05 PM,27-05-23,27.5,30,0.81,0.54,0.42,2.03,3.53,4.15,0.83,3.65,3.32,0.94,10.17,17.17,2.28,4.32,55.3,2.07,64.97,Coffee 2
6:10:05 PM,27-05-23,27.4,30,0.81,0.54,0.43,1.98,3.53,3.68,0.77,3.83,3.09,0.94,10.5,18.54,2.28,4.2,55.38,2.01,64.84,Coffee 2
6:10:06 PM,27-05-23,27.4,30,0.81,0.54,0.36,1.98,3.71,3.52,0.68,3.91,3.27,0.92,10.24,17.27,2.29,4.31,55.84,2.06,64.06,Coffee 2
6:10:06 PM,27-05-23,27.4,30,0.81,0.54,0.37,1.99,3.68,4.07,0.8,3.68,3.34,0.96,10.14,15.99,2.22,4.43,56.15,2.08,63.55,Coffee 2
6:10:07 PM,27-05-23,27.4,30,0.81,0.54,0.36,2,3.7,3.68,0.74,3.83,3.29,0.91,10.2,18.44,2.32,4.21,55.99,2,63.8,Coffee 2
6:10:07 PM,27-05-23,27.4,30,0.81,0.54,0.36,1.96,3.7,3.79,0.76,3.79,3.07,0.94,10.54,17.94,2.31,4.25,55.3,2.03,64.97,Coffee 2
6:10:08 PM,27-05-23,27.4,30,0.81,0.55,0.43,1.95,3.53,3.55,0.76,3.89,3.13,0.93,10.43,17.36,2.26,4.3,55.53,2.05,64.58,Coffee 2
6:10:08 PM,27-05-23,27.4,30,0.81,0.54,0.38,1.96,3.64,3.68,0.79,3.83,3.53,1,9.89,17.94,2.25,4.25,56.46,2.03,63.04,Coffee 2
6:10:09 PM,27-05-23,27.4,30,0.81,0.54,0.39,2.02,3.61,3.58,0.75,3.88,3.32,0.97,10.17,16.43,2.34,4.39,56.07,2.06,63.67,Coffee 2
6:10:09 PM,27-05-23,27.4,31,0.81,0.54,0.4,1.96,3.6,3.26,0.8,4.03,3.09,0.98,10.5,16.25,2.28,4.41,56.15,2,63.55,Coffee 2
6:10:10 PM,27-05-23,27.4,31,0.81,0.54,0.38,1.98,3.64,4.69,0.8,3.48,2.98,0.98,10.67,18.24,2.25,4.23,55.99,1.98,63.8,Coffee 2
6:10:10 PM,27-05-23,27.4,31,0.81,0.54,0.39,1.96,3.61,3.68,0.74,3.83,2.83,0.94,10.92,16.8,2.31,4.35,55.92,2.02,63.93,Coffee 2
6:10:11 PM,27-05-23,27.4,31,0.81,0.54,0.39,2,3.63,3.32,0.79,4,3.25,0.91,10.27,16.89,2.19,4.35,56.15,2.05,63.55,Coffee 2
6:10:11 PM,27-05-23,27.4,31,0.81,0.54,0.37,2.03,3.67,3.55,0.75,3.89,3.27,0.92,10.24,17.36,2.28,4.3,56.15,2.03,63.55,Coffee 2
6:10:12 PM,27-05-23,27.4,31,0.81,0.54,0.41,1.99,3.57,4.33,0.8,3.59,3.32,0.87,10.17,15.13,2.25,4.52,56.54,2.09,62.91,Coffee 2
6:10:12 PM,27-05-23,27.4,31,0.81,0.54,0.42,1.98,3.53,3.65,0.8,3.85,3.25,0.94,10.27,17.65,2.31,4.28,55.99,2.07,63.8,Coffee 2
6:10:13 PM,27-05-23,27.4,31,0.81,0.54,0.42,1.95,3.54,3.79,0.74,3.79,3.11,0.94,10.47,18.14,2.33,4.24,56.23,2.06,63.42,Coffee 2
6:10:14 PM,27-05-23,27.4,31,0.81,0.54,0.34,1.96,3.77,3.26,0.75,4.03,3.58,0.98,9.83,17.65,2.33,4.28,56.31,2.09,63.29,Coffee 2
6:10:14 PM,27-05-23,27.4,31,0.81,0.54,0.43,2.02,3.52,4.04,0.82,3.69,3.29,0.96,10.2,15.9,2.29,4.44,55.3,2.02,64.97,Coffee 2
6:10:15 PM,27-05-23,27.4,31,0.81,0.54,0.4,2,3.59,4,0.79,3.71,3.18,0.96,10.37,16.62,2.31,4.37,56.15,2.07,63.55,Coffee 2
6:10:15 PM,27-05-23,27.4,31,0.81,0.54,0.41,2,3.57,3.72,0.76,3.82,3.13,0.93,10.43,16.62,2.31,4.37,56.31,2.05,63.29,Coffee 2
6:10:16 PM,27-05-23,27.5,31,0.81,0.54,0.41,2.02,3.56,4.57,0.76,3.51,3.22,0.97,10.3,17.55,2.27,4.29,55.84,2.06,64.06,Coffee 2
6:10:16 PM,27-05-23,27.5,31,0.81,0.54,0.38,1.96,3.65,3.55,0.82,3.89,2.98,0.94,10.67,16.99,2.26,4.34,55.92,2.07,63.93,Coffee 2
6:10:17 PM,27-05-23,27.5,31,0.81,0.54,0.41,2,3.56,4.11,0.8,3.67,3.13,0.91,10.43,16.99,2.34,4.34,55.84,1.99,64.06,Coffee 2
6:10:17 PM,27-05-23,27.5,31,0.81,0.54,0.41,1.99,3.58,4,0.74,3.71,3.48,0.93,9.95,18.64,2.32,4.2,55.68,2.03,64.32,Coffee 2
6:10:18 PM,27-05-23,27.5,31,0.81,0.54,0.38,1.94,3.64,3.96,0.8,3.72,3.22,0.92,10.3,16.89,2.33,4.35,56.23,2.04,63.42,Coffee 2
6:10:18 PM,27-05-23,27.5,31,0.81,0.54,0.41,1.96,3.56,3.62,0.73,3.86,3.41,0.96,10.04,17.65,2.31,4.28,56.31,2.06,63.29,Coffee 2
6:10:19 PM,27-05-23,27.5,31,0.81,0.54,0.42,2,3.54,2.32,0.7,4.62,3.22,0.92,10.3,17.17,2.27,4.32,56.54,2.06,62.91,Coffee 2
6:10:19 PM,27-05-23,27.5,31,0.81,0.54,0.43,2,3.53,2.82,0.74,4.27,3.27,0.9,10.24,15.3,2.32,4.5,56.23,2.06,63.42,Coffee 2
6:10:20 PM,27-05-23,27.5,31,0.81,0.54,0.4,2.02,3.6,3.05,0.75,4.14,3.05,0.96,10.57,16.8,2.28,4.35,57.49,2.08,61.41,Coffee 2
6:10:20 PM,27-05-23,27.5,31,0.81,0.54,0.41,2.02,3.57,3.05,0.71,4.14,2.83,0.83,10.92,16.89,2.29,4.35,54.53,2.02,66.31,Coffee 2
6:10:21 PM,27-05-23,27.5,31,0.81,0.54,0.42,2.01,3.54,2.85,0.71,4.26,3.11,0.94,10.47,17.55,2.29,4.29,56.38,2.06,63.16,Coffee 2
6:10:21 PM,27-05-23,27.5,31,0.81,0.54,0.41,1.97,3.56,2.93,0.73,4.2,3.36,0.9,10.11,18.75,2.27,4.19,55.92,2.05,63.93,Coffee 2
6:10:22 PM,27-05-23,27.5,30,0.81,0.53,0.41,1.98,3.58,3.08,0.78,4.12,2.85,0.99,10.89,17.08,2.29,4.33,55.38,2.09,64.84,Coffee 2
6:10:22 PM,27-05-23,27.5,30,0.81,0.54,0.41,1.99,3.56,3.39,0.75,3.97,3.13,0.93,10.43,17.08,2.27,4.33,56.07,2.06,63.67,Coffee 2
6:10:23 PM,27-05-23,27.5,30,0.81,0.54,0.39,1.96,3.61,2.68,0.73,4.36,2.92,0.96,10.78,17.65,2.3,4.28,54.99,2.09,65.5,Coffee 2
6:10:24 PM,27-05-23,27.5,30,0.81,0.54,0.41,1.97,3.57,2.47,0.73,4.51,3.44,0.97,10.01,18.24,2.27,4.23,56.07,2.09,63.67,Coffee 2
6:10:24 PM,27-05-23,27.5,30,0.81,0.54,0.42,2.01,3.53,2.68,0.73,4.36,3.2,0.94,10.33,17.36,2.31,4.3,55.22,2.04,65.11,Coffee 2
6:10:25 PM,27-05-23,27.5,30,0.81,0.54,0.43,1.97,3.53,3.23,0.76,4.04,3.32,0.93,10.17,18.64,2.25,4.2,56.62,2.08,62.78,Coffee 2
6:10:25 PM,27-05-23,27.5,30,0.81,0.54,0.39,1.97,3.63,3.14,0.72,4.09,3.29,0.87,10.2,17.55,2.29,4.29,56.23,2.06,63.42,Coffee 2
6:10:26 PM,27-05-23,27.5,30,0.81,0.54,0.32,2.01,3.83,3.55,0.73,3.89,3.44,0.98,10.01,17.55,2.28,4.29,56.15,2.07,63.55,Coffee 2
6:10:26 PM,27-05-23,27.5,30,0.81,0.54,0.39,1.99,3.62,2.79,0.7,4.29,3.22,0.92,10.3,17.46,2.2,4.3,55.68,2.07,64.32,Coffee 2
6:10:27 PM,27-05-23,27.5,30,0.81,0.54,0.37,2,3.67,3.11,0.71,4.11,2.71,0.94,11.14,16.8,2.32,4.35,56.15,2.07,63.55,Coffee 2
6:10:27 PM,27-05-23,27.5,30,0.81,0.54,0.4,1.98,3.6,3.17,0.74,4.07,2.96,0.97,10.71,18.24,2.24,4.23,57.25,2.03,61.78,Coffee 2
6:10:28 PM,27-05-23,27.5,30,0.81,0.54,0.4,2.01,3.59,2.37,0.76,4.58,3.27,0.95,10.24,15.81,2.26,4.45,56.46,2.1,63.04,Coffee 2
6:10:28 PM,27-05-23,27.5,30,0.81,0.54,0.4,2.01,3.59,2.57,0.74,4.43,3.13,0.95,10.43,18.64,2.28,4.2,56.86,2.08,62.41,Coffee 2
6:10:29 PM,27-05-23,27.5,30,0.81,0.54,0.4,2.04,3.6,3.68,0.75,3.83,3.53,0.96,9.89,17.08,2.29,4.33,56.54,2.1,62.91,Coffee 2
6:10:29 PM,27-05-23,27.5,30,0.81,0.55,0.42,2.04,3.54,2.85,0.75,4.26,3,0.94,10.64,15.81,2.23,4.45,56.15,2.13,63.55,Coffee 2
6:10:30 PM,27-05-23,27.5,30,0.81,0.54,0.37,2.03,3.66,3.17,0.72,4.07,3.39,0.96,10.07,16.43,2.28,4.39,56.31,2.09,63.29,Coffee 2
6:10:30 PM,27-05-23,27.5,30,0.81,0.54,0.43,2.04,3.52,3.45,0.76,3.94,2.87,0.89,10.85,16.99,2.27,4.34,56.07,2.06,63.67,Coffee 2
6:10:31 PM,27-05-23,27.5,30,0.81,0.54,0.4,2.03,3.59,2.79,0.77,4.29,3.32,0.99,10.17,16.52,2.31,4.38,56.31,2.07,63.29,Coffee 2
6:10:31 PM,27-05-23,27.5,30,0.81,0.54,0.41,2.04,3.56,3.42,0.76,3.95,3.41,0.89,10.04,17.75,2.28,4.27,56.93,2.11,62.28,Coffee 2
6:10:32 PM,27-05-23,27.5,30,0.81,0.54,0.41,2.03,3.56,2.96,0.73,4.19,2.85,0.93,10.89,17.08,2.2,4.33,56.93,2.11,62.28,Coffee 2
6:10:33 PM,27-05-23,27.5,30,0.81,0.54,0.41,1.99,3.56,3.36,0.76,3.98,3.2,0.94,10.33,16.8,2.25,4.35,55.99,2.05,63.8,Coffee 2
6:10:33 PM,27-05-23,27.5,30,0.81,0.54,0.38,2.02,3.65,3.32,0.86,4,3.07,1.01,10.54,17.65,2.26,4.28,56.62,2.08,62.78,Coffee 2
6:10:34 PM,27-05-23,27.5,30,0.81,0.54,0.41,1.95,3.56,3.29,0.78,4.01,3.2,0.97,10.33,16.25,2.17,4.41,57.01,2.11,62.15,Coffee 2
6:10:34 PM,27-05-23,27.5,30,0.81,0.54,0.41,2.03,3.58,3.26,0.75,4.03,2.89,0.99,10.81,16.08,2.28,4.42,56.46,2.07,63.04,Coffee 2
6:10:35 PM,27-05-23,27.5,30,0.81,0.54,0.42,1.95,3.54,3.45,0.72,3.94,3.05,0.92,10.57,15.73,2.17,4.46,56.38,2.1,63.16,Coffee 2
6:10:35 PM,27-05-23,27.5,30,0.81,0.54,0.42,2,3.53,3.32,0.77,4,3.22,0.96,10.3,15.81,2.23,4.45,56.78,2.11,62.53,Coffee 2
6:10:36 PM,27-05-23,27.5,30,0.81,0.54,0.37,1.96,3.67,3.05,0.73,4.14,3.16,0.94,10.4,16.71,2.25,4.36,56.46,2.07,63.04,Coffee 2
6:10:36 PM,27-05-23,27.5,30,0.81,0.54,0.39,1.98,3.61,2.71,0.68,4.34,3.29,0.96,10.2,17.17,2.27,4.32,56.62,2.06,62.78,Coffee 2
6:10:37 PM,27-05-23,27.5,30,0.81,0.54,0.4,1.97,3.59,3.14,0.67,4.09,3.51,0.98,9.92,15.38,2.24,4.49,56.54,2.1,62.91,Coffee 2
6:10:37 PM,27-05-23,27.5,30,0.81,0.54,0.4,2.01,3.6,3.52,0.74,3.91,3.63,1.01,9.77,16.99,2.19,4.34,56.86,2.06,62.41,Coffee 2
6:10:38 PM,27-05-23,27.5,30,0.81,0.54,0.4,1.98,3.6,3.39,0.74,3.97,3.2,0.87,10.33,15.9,2.24,4.44,57.25,2.09,61.78,Coffee 2
6:10:38 PM,27-05-23,27.5,30,0.81,0.54,0.39,2.02,3.61,2.42,0.76,4.54,3.56,0.92,9.86,14.8,2.28,4.56,55.68,2.08,64.32,Coffee 2
6:10:39 PM,27-05-23,27.6,30,0.81,0.54,0.37,2,3.67,3.36,0.69,3.98,3.11,0.87,10.47,15.13,2.31,4.52,56.23,2.04,63.42,Coffee 2
6:10:39 PM,27-05-23,27.6,30,0.81,0.54,0.38,1.93,3.64,3.55,0.75,3.89,3.56,0.98,9.86,16.17,2.27,4.42,56.78,2.11,62.53,Coffee 2
6:10:40 PM,27-05-23,27.6,30,0.81,0.54,0.4,2.02,3.59,3.02,0.7,4.15,3.56,0.95,9.86,15.9,2.24,4.44,55.84,2.07,64.06,Coffee 2
6:10:40 PM,27-05-23,27.6,30,0.81,0.54,0.43,2.01,3.53,3.62,0.78,3.86,3.61,0.98,9.8,14.97,2.21,4.54,56.54,2.09,62.91,Coffee 2
6:10:41 PM,27-05-23,27.6,30,0.81,0.54,0.4,1.99,3.6,3.52,0.78,3.91,3.29,0.95,10.2,15.81,2.23,4.45,57.73,2.1,61.04,Coffee 2
6:10:42 PM,27-05-23,27.6,30,0.81,0.54,0.38,2.02,3.64,3.32,0.73,4,3.27,0.95,10.24,15.47,2.24,4.49,57.57,2.11,61.29,Coffee 2
6:10:42 PM,27-05-23,27.6,30,0.81,0.54,0.36,2.03,3.69,3.23,0.77,4.04,3.46,0.91,9.98,14.97,2.23,4.54,56.46,2.07,63.04,Coffee 2
6:10:43 PM,27-05-23,27.6,30,0.81,0.54,0.39,1.99,3.63,2.96,0.71,4.19,2.81,0.97,10.96,13.7,2.19,4.69,57.25,2.07,61.78,Coffee 2
6:10:43 PM,27-05-23,27.6,30,0.81,0.54,0.4,2,3.59,3.29,0.73,4.01,3.11,0.95,10.47,14.16,2.16,4.63,57.41,2.08,61.53,Coffee 2
6:10:44 PM,27-05-23,27.6,30,0.81,0.55,0.39,2.01,3.61,2.93,0.69,4.2,2.85,0.9,10.89,13.55,2.2,4.7,57.25,2.1,61.78,Coffee 2
6:10:44 PM,27-05-23,27.6,30,0.81,0.54,0.43,1.98,3.51,3.62,0.75,3.86,3.22,0.93,10.3,13.93,2.2,4.66,56.86,2.08,62.41,Coffee 2
6:10:45 PM,27-05-23,27.6,30,0.81,0.54,0.4,2.03,3.6,2.73,0.74,4.32,3.22,0.93,10.3,13.7,2.14,4.69,57.25,2.08,61.78,Coffee 2
6:10:45 PM,27-05-23,27.6,30,0.81,0.55,0.41,1.98,3.57,3.26,0.74,4.03,2.98,0.9,10.67,13.93,2.14,4.66,56.31,2.1,63.29,Coffee 2
6:10:46 PM,27-05-23,27.6,30,0.81,0.55,0.39,1.97,3.62,2.99,0.71,4.17,3.07,0.93,10.54,13.47,2.17,4.71,57.33,2.01,61.66,Coffee 2
6:10:46 PM,27-05-23,27.6,30,0.81,0.54,0.4,1.9,3.6,3.48,0.77,3.92,3.29,0.92,10.2,13.47,2.12,4.71,57.41,2.11,61.53,Coffee 2
6:10:47 PM,27-05-23,27.6,30,0.81,0.54,0.42,2.02,3.53,3.55,0.74,3.89,3.09,0.92,10.5,13.47,2.17,4.71,56.54,2.08,62.91,Coffee 2
6:10:47 PM,27-05-23,27.6,30,0.81,0.55,0.44,1.98,3.5,3.75,0.78,3.8,3.27,0.9,10.24,12.4,2.1,4.86,57.49,2.08,61.41,Coffee 2
6:10:48 PM,27-05-23,27.6,30,0.81,0.54,0.42,2.02,3.53,3.26,0.67,4.03,3.39,0.94,10.07,13.03,2.16,4.77,57.57,2.11,61.29,Coffee 2
6:10:48 PM,27-05-23,27.6,30,0.81,0.54,0.36,1.98,3.7,3.65,0.74,3.85,3.27,0.93,10.24,12.47,2.13,4.85,55.84,2.11,64.06,Coffee 2
6:10:49 PM,27-05-23,27.6,30,0.81,0.54,0.4,2,3.59,3.36,0.79,3.98,2.94,0.97,10.74,13.25,2.16,4.74,57.33,2.08,61.66,Coffee 2
6:10:49 PM,27-05-23,27.6,30,0.81,0.54,0.43,1.98,3.53,3.55,0.73,3.89,3.53,0.92,9.89,12.68,2.17,4.82,56.86,2.08,62.41,Coffee 2
6:10:50 PM,27-05-23,27.6,30,0.81,0.54,0.41,2.01,3.56,3.89,0.76,3.75,3.46,0.95,9.98,12.33,2.13,4.87,57.17,2.1,61.91,Coffee 2
6:10:50 PM,27-05-23,27.6,30,0.81,0.54,0.39,2.05,3.61,3.62,0.74,3.86,3.41,0.92,10.04,13.62,2.16,4.69,57.8,2.06,60.92,Coffee 2
