 Time, Date, temp, Hum,Df_NH3, volt_NH3,MQ_136, Vmq136, mq136_Ratio,MQ_135,Vmq135, mq135_Ratio,MQ_2,Vmq2, mq2_Ratio,MQ_4,Vmq4, mq4_Ratio,MQ_8, Vmq8, mq8_Ratio,Sampe/Class
5:06:32 AM,22-07-23,21.8,21,0.2,0.55,0.43,1.63,3.52,4.22,0.85,3.63,3.51,0.65,9.91,15.31,1.62,4.5,55.04,1.3,65.41,Fresh Garlic
5:06:32 AM,22-07-23,21.8,21,0.2,0.54,0.44,1.68,3.51,4.29,0.91,3.6,3.41,0.59,10.04,15.69,1.63,4.46,52.75,1.31,69.59,Fresh Garlic
5:06:33 AM,22-07-23,21.8,21,0.2,0.54,0.47,1.67,3.43,4.15,0.89,3.65,3.69,0.64,9.7,16.91,1.63,4.34,52.48,1.31,70.11,Fresh Garlic
5:06:33 AM,22-07-23,21.9,21,0.2,0.55,0.42,1.68,3.54,4.29,0.89,3.6,3.31,0.67,10.18,16.6,1.62,4.37,53.39,1.31,68.38,Fresh Garlic
5:06:34 AM,22-07-23,21.9,21,0.2,0.54,0.41,1.67,3.57,4.15,0.89,3.65,2.88,0.64,10.85,16.49,1.62,4.38,51.66,1.31,71.73,Fresh Garlic
5:06:34 AM,22-07-23,21.9,21,0.2,0.54,0.42,1.67,3.55,5.38,0.9,3.29,3,0.64,10.65,16.6,1.63,4.37,51.93,1.32,71.18,Fresh Garlic
5:06:35 AM,22-07-23,21.9,21,0.2,0.54,0.43,1.62,3.51,4.19,0.87,3.64,3.45,0.65,10,15.31,1.63,4.5,54.31,1.32,66.71,Fresh Garlic
5:06:35 AM,22-07-23,21.9,21,0.2,0.54,0.4,1.67,3.59,4.26,0.87,3.62,3.31,0.66,10.18,16.91,1.56,4.34,51.3,1.38,72.46,Fresh Garlic
5:06:36 AM,22-07-23,21.9,21,0.2,0.55,0.41,1.67,3.56,4.29,0.89,3.6,3.06,0.65,10.55,16.7,1.62,4.36,53.57,1.3,68.04,Fresh Garlic
5:06:37 AM,22-07-23,21.9,21,0.2,0.55,0.38,1.67,3.66,4.26,0.87,3.62,3.38,0.65,10.09,16.19,1.62,4.41,52.66,1.33,69.76,Fresh Garlic
5:06:37 AM,22-07-23,21.9,21,0.2,0.54,0.38,1.66,3.64,3.35,0.87,3.99,2.56,0.63,11.43,16.09,1.65,4.42,51.3,1.31,72.46,Fresh Garlic
5:06:38 AM,22-07-23,21.8,21,0.2,0.55,0.41,1.67,3.57,3.95,0.82,3.73,4.28,0.58,9.07,16.6,1.63,4.37,51.21,1.28,72.65,Fresh Garlic
5:06:38 AM,22-07-23,21.8,21,0.2,0.54,0.41,1.66,3.57,4.89,0.9,3.42,3.25,0.62,10.27,17.33,1.64,4.31,52.75,1.33,69.59,Fresh Garlic
5:06:39 AM,22-07-23,21.8,21,0.2,0.54,0.46,1.66,3.45,4.26,0.89,3.62,3.03,0.64,10.6,17.33,1.61,4.31,53.21,1.31,68.72,Fresh Garlic
5:06:39 AM,22-07-23,21.8,21,0.2,0.54,0.4,1.67,3.58,4.05,0.87,3.69,3.51,0.63,9.91,15.69,1.62,4.46,51.75,1.32,71.55,Fresh Garlic
5:06:40 AM,22-07-23,21.8,21,0.2,0.54,0.41,1.68,3.57,4.08,0.88,3.68,3.38,0.62,10.09,17.22,1.63,4.32,51.93,1.32,71.18,Fresh Garlic
5:06:40 AM,22-07-23,21.8,21,0.2,0.54,0.4,1.65,3.58,4.26,0.8,3.62,3.41,0.59,10.04,16.6,1.63,4.37,52.02,1.3,71,Fresh Garlic
5:06:41 AM,22-07-23,21.8,21,0.2,0.54,0.38,1.72,3.65,4.29,0.88,3.6,3.62,0.78,9.78,15.5,1.64,4.48,51.93,1.31,71.18,Fresh Garlic
5:06:41 AM,22-07-23,21.8,21,0.2,0.54,0.4,1.7,3.58,3.78,0.87,3.79,3.38,0.58,10.09,16.6,1.64,4.37,52.11,1.33,70.82,Fresh Garlic
5:06:42 AM,22-07-23,21.9,21,0.2,0.54,0.41,1.62,3.58,4.15,0.9,3.65,4.09,0.62,9.26,14.65,1.62,4.57,51.66,1.3,71.73,Fresh Garlic
5:06:42 AM,22-07-23,21.9,21,0.2,0.55,0.52,1.67,3.34,3.88,0.87,3.75,4.2,0.65,9.14,16.19,1.64,4.41,52.11,1.31,70.82,Fresh Garlic
5:06:43 AM,22-07-23,21.9,21,0.2,0.54,0.37,1.69,3.67,4.4,0.89,3.57,3.76,0.63,9.61,16.09,1.62,4.42,51.12,1.31,72.84,Fresh Garlic
5:06:43 AM,22-07-23,21.9,21,0.2,0.54,0.41,1.67,3.58,4.26,0.87,3.62,3.41,0.62,10.04,16.91,1.63,4.34,51.66,1.3,71.73,Fresh Garlic
5:06:44 AM,22-07-23,21.8,21,0.2,0.54,0.42,1.67,3.55,4.78,0.89,3.45,3.28,0.65,10.22,17.33,1.64,4.31,52.84,1.42,69.41,Fresh Garlic
5:06:44 AM,22-07-23,21.8,21,0.2,0.54,0.37,1.73,3.67,3.88,0.91,3.75,3.31,0.64,10.18,16.49,1.62,4.38,52.11,1.33,70.82,Fresh Garlic
5:06:45 AM,22-07-23,21.8,21,0.2,0.54,0.4,1.67,3.59,4.12,0.87,3.66,3.38,0.64,10.09,17.55,1.62,4.29,52.66,1.31,69.76,Fresh Garlic
5:06:45 AM,22-07-23,21.8,21,0.2,0.55,0.39,1.67,3.61,5.34,0.81,3.3,3.35,0.68,10.13,15.4,1.62,4.49,54.67,1.3,66.05,Fresh Garlic
5:06:46 AM,22-07-23,21.8,21,0.2,0.54,0.35,1.7,3.74,4.22,0.98,3.63,3.48,0.78,9.95,16.6,1.66,4.37,51.93,1.31,71.18,Fresh Garlic
5:06:47 AM,22-07-23,21.8,21,0.2,0.54,0.39,1.75,3.61,3.78,0.92,3.79,3.25,0.76,10.27,16.09,1.66,4.42,51.66,1.31,71.73,Fresh Garlic
5:06:47 AM,22-07-23,21.8,21,0.2,0.55,0.42,1.67,3.54,5.26,0.88,3.32,3.31,0.61,10.18,16.39,1.55,4.39,53.85,1.31,67.53,Fresh Garlic
5:06:48 AM,22-07-23,21.8,21,0.2,0.54,0.43,1.66,3.51,3.85,0.89,3.77,3.51,0.64,9.91,16.09,1.62,4.42,54.03,1.31,67.2,Fresh Garlic
5:06:48 AM,22-07-23,21.8,21,0.2,0.54,0.36,1.65,3.69,4.05,0.87,3.69,2.91,0.64,10.8,16.29,1.61,4.4,52.21,1.29,70.65,Fresh Garlic
5:06:49 AM,22-07-23,21.8,21,0.2,0.54,0.4,1.69,3.6,3.81,0.91,3.78,2.94,0.63,10.75,17.12,1.65,4.33,51.57,1.31,71.91,Fresh Garlic
5:06:49 AM,22-07-23,21.8,21,0.2,0.54,0.4,1.68,3.59,4.15,0.89,3.65,3.69,0.63,9.7,15.89,1.62,4.44,51.93,1.31,71.18,Fresh Garlic
5:06:50 AM,22-07-23,21.8,21,0.2,0.55,0.35,1.68,3.74,4.81,0.8,3.44,2.97,0.64,10.7,16.7,1.67,4.36,52.02,1.3,71,Fresh Garlic
5:06:50 AM,22-07-23,21.8,21,0.2,0.55,0.41,1.64,3.58,4.51,0.88,3.53,3.38,0.65,10.09,15.69,1.58,4.46,50.94,1.29,73.21,Fresh Garlic
5:06:51 AM,22-07-23,21.8,21,0.2,0.54,0.39,1.63,3.61,3.75,0.87,3.81,3.41,0.55,10.04,16.91,1.62,4.34,50.67,1.28,73.78,Fresh Garlic
5:06:51 AM,22-07-23,21.8,21,0.2,0.54,0.42,1.66,3.54,3.78,0.87,3.79,4.68,0.63,8.71,14.65,1.62,4.57,51.66,1.32,71.73,Fresh Garlic
5:06:52 AM,22-07-23,21.8,21,0.2,0.54,0.39,1.66,3.61,3.95,0.88,3.73,3.31,0.64,10.18,16.6,1.6,4.37,52.21,1.27,70.65,Fresh Garlic
5:06:52 AM,22-07-23,21.8,21,0.2,0.54,0.4,1.65,3.6,5.21,0.87,3.33,3.45,0.63,10,16.09,1.62,4.42,53.94,1.26,67.37,Fresh Garlic
5:06:53 AM,22-07-23,21.8,21,0.2,0.54,0.44,1.66,3.5,3.59,0.88,3.87,3.31,0.66,10.18,16.39,1.62,4.39,51.84,1.3,71.36,Fresh Garlic
5:06:53 AM,22-07-23,21.8,21,0.2,0.55,0.39,1.67,3.61,4.7,0.87,3.47,4.24,0.67,9.11,16.09,1.66,4.42,51.93,1.33,71.18,Fresh Garlic
5:06:54 AM,22-07-23,21.8,21,0.2,0.54,0.33,1.66,3.78,4.81,0.79,3.44,3.48,0.57,9.95,17.55,1.6,4.29,52.39,1.31,70.29,Fresh Garlic
5:06:54 AM,22-07-23,21.8,21,0.2,0.54,0.4,1.64,3.58,4.36,0.86,3.58,3.62,0.63,9.78,16.49,1.61,4.38,52.11,1.27,70.82,Fresh Garlic
5:06:55 AM,22-07-23,21.8,21,0.2,0.54,0.4,1.67,3.59,4.05,0.87,3.69,4.32,0.63,9.03,16.19,1.62,4.41,52.93,1.31,69.24,Fresh Garlic
5:06:56 AM,22-07-23,21.8,21,0.2,0.55,0.39,1.68,3.62,4.51,1.01,3.53,3,0.64,10.65,16.91,1.58,4.34,51.66,1.42,71.73,Fresh Garlic
5:06:56 AM,22-07-23,21.8,21,0.2,0.54,0.37,1.68,3.67,4.44,0.91,3.56,3.28,0.62,10.22,17.65,1.6,4.28,52.57,1.32,69.94,Fresh Garlic
5:06:57 AM,22-07-23,21.7,21,0.2,0.54,0.41,1.77,3.57,4.4,0.87,3.57,3.28,0.62,10.22,17.44,1.65,4.3,52.02,1.31,71,Fresh Garlic
5:06:57 AM,22-07-23,21.7,21,0.2,0.54,0.41,1.62,3.57,4.12,0.87,3.66,3.58,0.64,9.82,15.6,1.62,4.47,52.21,1.32,70.65,Fresh Garlic
5:06:58 AM,22-07-23,21.7,21,0.2,0.54,0.41,1.67,3.58,5.91,0.87,3.17,3.18,0.64,10.36,14.65,1.62,4.57,54.12,1.26,67.04,Fresh Garlic
5:06:58 AM,22-07-23,21.7,21,0.2,0.54,0.42,1.68,3.54,4.4,0.9,3.57,3.69,0.62,9.7,16.19,1.62,4.41,51.93,1.3,71.18,Fresh Garlic
5:06:59 AM,22-07-23,21.7,21,0.2,0.55,0.38,1.65,3.63,4.4,0.88,3.57,3.51,0.6,9.91,17.12,1.56,4.33,51.39,1.26,72.28,Fresh Garlic
5:06:59 AM,22-07-23,21.7,21,0.2,0.54,0.41,1.67,3.56,4.47,0.89,3.54,3.65,0.64,9.74,15.89,1.62,4.44,53.48,1.31,68.21,Fresh Garlic
5:07:00 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.67,3.59,3.81,0.85,3.78,4.16,0.63,9.18,16.09,1.62,4.42,52.11,1.31,70.82,Fresh Garlic
5:07:01 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.66,3.59,3.78,0.89,3.79,3.38,0.64,10.09,16.49,1.62,4.38,50.76,1.31,73.59,Fresh Garlic
5:07:02 AM,22-07-23,21.7,21,0.2,0.55,0.42,1.66,3.54,4.12,0.87,3.66,3.12,0.65,10.45,15.5,1.61,4.48,52.57,1.34,69.94,Fresh Garlic
5:07:02 AM,22-07-23,21.7,21,0.2,0.54,0.41,1.66,3.58,4.4,0.82,3.57,3.03,0.64,10.6,18.09,1.52,4.24,52.21,1.29,70.65,Fresh Garlic
5:07:02 AM,22-07-23,21.7,21,0.2,0.55,0.39,1.66,3.61,4.4,0.88,3.57,2.88,0.59,10.85,16.49,1.7,4.38,51.57,1.33,71.91,Fresh Garlic
5:07:02 AM,22-07-23,21.7,21,0.2,0.55,0.49,1.67,3.39,4.12,0.9,3.66,3.98,0.65,9.37,16.91,1.67,4.34,51.48,1.29,72.1,Fresh Garlic
5:07:03 AM,22-07-23,21.7,21,0.2,0.54,0.39,1.64,3.62,4.51,0.9,3.53,3.31,0.68,10.18,16.49,1.64,4.38,51.57,1.25,71.91,Fresh Garlic
5:07:03 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.67,3.58,4.47,0.86,3.54,3.45,0.64,10,14.46,1.62,4.6,52.21,1.27,70.65,Fresh Garlic
5:07:04 AM,22-07-23,21.7,21,0.2,0.54,0.39,1.67,3.62,4.05,0.92,3.69,3.45,0.62,10,14.83,1.6,4.55,52.11,1.45,70.82,Fresh Garlic
5:07:04 AM,22-07-23,21.7,21,0.2,0.55,0.39,1.67,3.62,4.19,0.89,3.64,3.45,0.66,10,16.49,1.62,4.38,52.11,1.3,70.82,Fresh Garlic
5:07:05 AM,22-07-23,21.7,21,0.2,0.54,0.37,1.6,3.68,4.36,0.89,3.58,3.48,0.57,9.95,15.4,1.61,4.49,52.21,1.31,70.65,Fresh Garlic
5:07:06 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.66,3.58,5.3,0.88,3.31,3.35,0.63,10.13,15.99,1.66,4.43,52.3,1.31,70.47,Fresh Garlic
5:07:06 AM,22-07-23,21.7,21,0.2,0.55,0.41,1.68,3.58,4.08,0.88,3.68,3.58,0.62,9.82,16.39,1.62,4.39,52.39,1.25,70.29,Fresh Garlic
5:07:07 AM,22-07-23,21.7,21,0.2,0.54,0.41,1.67,3.58,4.55,0.89,3.52,3.87,0.67,9.49,17.22,1.61,4.32,52.57,1.3,69.94,Fresh Garlic
5:07:07 AM,22-07-23,21.7,21,0.2,0.54,0.41,1.68,3.58,4.51,0.84,3.53,3.22,0.64,10.31,17.33,1.63,4.31,54.31,1.29,66.71,Fresh Garlic
5:07:08 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.7,3.59,4.29,0.81,3.6,3.22,0.64,10.31,16.6,1.62,4.37,51.93,1.31,71.18,Fresh Garlic
5:07:08 AM,22-07-23,21.7,21,0.2,0.54,0.38,1.66,3.64,4.33,0.89,3.59,3.55,0.58,9.87,16.09,1.64,4.42,51.12,1.32,72.84,Fresh Garlic
5:07:09 AM,22-07-23,21.7,21,0.2,0.54,0.41,1.67,3.57,4.33,0.87,3.59,4.05,0.65,9.3,14.74,1.69,4.56,50.85,1.32,73.4,Fresh Garlic
5:07:09 AM,22-07-23,21.7,21,0.2,0.54,0.38,1.66,3.64,4.4,0.87,3.57,3.15,0.63,10.41,17.55,1.68,4.29,51.12,1.24,72.84,Fresh Garlic
5:07:10 AM,22-07-23,21.7,21,0.2,0.55,0.39,1.67,3.62,4.29,0.88,3.6,3.41,0.64,10.04,16.6,1.61,4.37,51.93,1.32,71.18,Fresh Garlic
5:07:10 AM,22-07-23,21.7,21,0.2,0.55,0.4,1.66,3.59,4.22,0.89,3.63,3.58,0.64,9.82,16.09,1.62,4.42,52.84,1.3,69.41,Fresh Garlic
5:07:11 AM,22-07-23,21.7,21,0.2,0.54,0.42,1.69,3.54,3.47,0.88,3.93,3.06,0.64,10.55,16.6,1.62,4.37,51.75,1.3,71.55,Fresh Garlic
5:07:11 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.68,3.59,3.95,1.05,3.73,3.22,0.72,10.31,16.8,1.62,4.35,52.66,1.32,69.76,Fresh Garlic
5:07:12 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.67,3.58,4.15,0.88,3.65,3.45,0.64,10,15.99,1.62,4.43,52.3,1.31,70.47,Fresh Garlic
5:07:12 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.67,3.58,3.59,0.93,3.87,3.38,0.67,10.09,15.4,1.62,4.49,51.48,1.3,72.1,Fresh Garlic
5:07:13 AM,22-07-23,21.7,21,0.2,0.54,0.39,1.68,3.61,4.15,0.86,3.65,3.94,0.65,9.41,17.33,1.64,4.31,52.02,1.36,71,Fresh Garlic
5:07:13 AM,22-07-23,21.7,21,0.2,0.54,0.42,1.67,3.54,4.19,0.92,3.64,3.98,0.64,9.37,17.12,1.59,4.33,51.84,1.3,71.36,Fresh Garlic
5:07:14 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.67,3.58,4.26,0.87,3.62,3.65,0.65,9.74,16.91,1.67,4.34,50.94,1.29,73.21,Fresh Garlic
5:07:15 AM,22-07-23,21.7,21,0.2,0.54,0.41,1.7,3.58,4.36,0.88,3.58,2.85,0.63,10.9,16.39,1.62,4.39,52.93,1.32,69.24,Fresh Garlic
5:07:15 AM,22-07-23,21.7,21,0.2,0.54,0.4,1.68,3.59,3.38,0.93,3.97,3.38,0.63,10.09,15.69,1.56,4.46,51.84,1.36,71.36,Fresh Garlic
5:07:16 AM,22-07-23,21.6,21,0.2,0.54,0.44,1.66,3.5,4.36,0.89,3.58,3.25,0.64,10.27,16.39,1.65,4.39,52.21,1.31,70.65,Fresh Garlic
5:07:16 AM,22-07-23,21.6,21,0.2,0.54,0.41,1.66,3.57,4.51,0.87,3.53,3.51,0.63,9.91,16.19,1.61,4.41,51.84,1.31,71.36,Fresh Garlic
5:07:17 AM,22-07-23,21.6,21,0.2,0.54,0.41,1.69,3.58,3.98,0.88,3.72,3.41,0.7,10.04,16.29,1.61,4.4,51.75,1.33,71.55,Fresh Garlic
5:07:17 AM,22-07-23,21.6,21,0.2,0.54,0.41,1.66,3.57,4.51,0.89,3.53,4.05,0.66,9.3,16.39,1.68,4.39,51.84,1.4,71.36,Fresh Garlic
5:07:18 AM,22-07-23,21.6,21,0.2,0.54,0.41,1.68,3.58,4.36,0.87,3.58,3.45,0.63,10,16.49,1.6,4.38,51.12,1.27,72.84,Fresh Garlic
5:07:18 AM,22-07-23,21.6,21,0.2,0.54,0.37,1.59,3.67,4.26,0.84,3.62,3.12,0.62,10.45,15.4,1.62,4.49,51.3,1.3,72.46,Fresh Garlic
5:07:19 AM,22-07-23,21.6,21,0.2,0.54,0.42,1.67,3.55,3.95,1.01,3.73,3.06,0.65,10.55,17.76,1.58,4.27,52.11,1.25,70.82,Fresh Garlic
5:07:19 AM,22-07-23,21.6,21,0.2,0.54,0.4,1.67,3.58,4.33,0.85,3.59,3.62,0.64,9.78,16.91,1.62,4.34,52.11,1.3,70.82,Fresh Garlic
5:07:20 AM,22-07-23,21.6,21,0.2,0.54,0.42,1.66,3.54,4.19,0.88,3.64,3.15,0.55,10.41,17.55,1.63,4.29,53.3,1.31,68.55,Fresh Garlic
5:07:20 AM,22-07-23,21.6,21,0.2,0.54,0.42,1.66,3.54,4.26,0.8,3.62,3.58,0.65,9.82,16.8,1.62,4.35,51.93,1.26,71.18,Fresh Garlic
5:07:21 AM,22-07-23,21.6,21,0.2,0.54,0.4,1.66,3.58,4.33,0.86,3.59,3.45,0.66,10,16.19,1.63,4.41,53.39,1.3,68.38,Fresh Garlic
5:07:21 AM,22-07-23,21.6,21,0.2,0.55,0.47,1.67,3.44,3.88,0.88,3.75,3.55,0.65,9.87,17.33,1.63,4.31,51.57,1.32,71.91,Fresh Garlic
5:07:22 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.57,3.61,4.29,0.84,3.6,2.5,0.63,11.54,16.39,1.66,4.39,51.21,1.28,72.65,Fresh Garlic
5:07:22 AM,22-07-23,21.6,21,0.2,0.54,0.4,1.67,3.6,4.74,0.88,3.46,4.56,0.64,8.82,15.31,1.57,4.5,52.11,1.33,70.82,Fresh Garlic
5:07:23 AM,22-07-23,21.6,21,0.2,0.54,0.37,1.66,3.66,4.29,0.88,3.6,3.51,0.65,9.91,15.4,1.56,4.49,51.57,1.3,71.91,Fresh Garlic
5:07:24 AM,22-07-23,21.6,21,0.2,0.54,0.38,1.67,3.66,4.08,0.88,3.68,3.48,0.63,9.95,16.8,1.62,4.35,52.21,1.3,70.65,Fresh Garlic
5:07:24 AM,22-07-23,21.6,21,0.2,0.54,0.45,1.69,3.48,4.15,0.9,3.65,3.51,0.62,9.91,17.22,1.62,4.32,52.11,1.3,70.82,Fresh Garlic
5:07:25 AM,22-07-23,21.6,21,0.2,0.54,0.46,1.68,3.46,4.15,0.89,3.65,3,0.64,10.65,16.49,1.55,4.38,52.84,1.3,69.41,Fresh Garlic
5:07:25 AM,22-07-23,21.6,21,0.2,0.55,0.41,1.67,3.57,4.19,0.88,3.64,2.73,0.64,11.1,16.49,1.62,4.38,52.21,1.3,70.65,Fresh Garlic
5:07:26 AM,22-07-23,21.6,21,0.2,0.54,0.38,1.66,3.64,4.08,0.87,3.68,3.25,0.64,10.27,15.5,1.62,4.48,50.67,1.33,73.78,Fresh Garlic
5:07:26 AM,22-07-23,21.6,21,0.2,0.54,0.41,1.66,3.56,3.26,0.9,4.03,3.45,0.62,10,16.19,1.61,4.41,51.93,1.3,71.18,Fresh Garlic
5:07:27 AM,22-07-23,21.6,21,0.2,0.54,0.41,1.67,3.58,3.88,0.92,3.75,3.45,0.64,10,17.22,1.61,4.32,51.66,1.3,71.73,Fresh Garlic
5:07:27 AM,22-07-23,21.6,21,0.2,0.54,0.4,1.65,3.59,4.22,0.89,3.63,3.62,0.63,9.78,17.22,1.62,4.32,52.48,1.31,70.11,Fresh Garlic
5:07:28 AM,22-07-23,21.6,21,0.2,0.54,0.37,1.67,3.68,4.22,0.92,3.63,3.18,0.67,10.36,16.49,1.63,4.38,52.11,1.26,70.82,Fresh Garlic
5:07:28 AM,22-07-23,21.5,21,0.2,0.54,0.4,1.73,3.59,4.22,0.88,3.63,3.87,0.64,9.49,17.87,1.62,4.26,51.93,1.3,71.18,Fresh Garlic
5:07:29 AM,22-07-23,21.5,21,0.2,0.54,0.37,1.79,3.67,4.15,0.87,3.65,3.79,0.76,9.57,16.8,1.61,4.35,49.68,1.31,75.92,Fresh Garlic
5:07:29 AM,22-07-23,21.5,21,0.2,0.54,0.34,1.7,3.75,3.91,0.87,3.74,3.31,0.69,10.18,16.09,1.62,4.42,51.48,1.31,72.1,Fresh Garlic
5:07:30 AM,22-07-23,21.5,21,0.2,0.55,0.37,1.67,3.68,4.29,0.87,3.6,3.65,0.66,9.74,16.91,1.61,4.34,52.39,1.32,70.29,Fresh Garlic
5:07:30 AM,22-07-23,21.6,21,0.2,0.54,0.46,1.65,3.46,4.62,0.83,3.5,4.32,0.64,9.03,16.6,1.64,4.37,51.75,1.32,71.55,Fresh Garlic
5:07:31 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.72,3.61,4.47,0.91,3.54,3.58,0.63,9.82,17.01,1.66,4.34,51.12,1.31,72.84,Fresh Garlic
5:07:31 AM,22-07-23,21.6,21,0.2,0.55,0.39,1.66,3.61,4.33,0.89,3.59,3.76,0.64,9.61,15.11,1.61,4.52,51.75,1.33,71.55,Fresh Garlic
5:07:32 AM,22-07-23,21.6,21,0.2,0.54,0.36,1.69,3.7,4.26,0.89,3.62,3.45,0.58,10,14.83,1.61,4.55,52.02,1.3,71,Fresh Garlic
5:07:32 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.58,3.61,4.55,0.88,3.52,3.18,0.61,10.36,16.91,1.59,4.34,52.11,1.29,70.82,Fresh Garlic
5:07:33 AM,22-07-23,21.6,21,0.2,0.54,0.36,1.65,3.7,4.55,0.88,3.52,4.4,0.62,8.96,14.55,1.6,4.58,51.39,1.29,72.28,Fresh Garlic
5:07:34 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.66,3.62,3.88,0.88,3.75,3.45,0.64,10,16.49,1.63,4.38,51.48,1.31,72.1,Fresh Garlic
5:07:34 AM,22-07-23,21.6,21,0.2,0.54,0.37,1.65,3.66,4.7,0.89,3.47,3.83,0.63,9.53,16.8,1.64,4.35,52.48,1.31,70.11,Fresh Garlic
5:07:35 AM,22-07-23,21.6,21,0.2,0.54,0.41,1.65,3.58,4.29,0.9,3.6,3.18,0.67,10.36,16.29,1.6,4.4,52.02,1.29,71,Fresh Garlic
5:07:35 AM,22-07-23,21.6,21,0.2,0.55,0.39,1.65,3.62,3.68,0.88,3.83,3.48,0.64,9.95,16.91,1.61,4.34,51.12,1.3,72.84,Fresh Garlic
5:07:36 AM,22-07-23,21.6,21,0.2,0.54,0.38,1.65,3.63,4.44,0.9,3.56,3.9,0.62,9.45,16.19,1.62,4.41,52.21,1.3,70.65,Fresh Garlic
5:07:36 AM,22-07-23,21.6,21,0.2,0.55,0.4,1.65,3.6,4.12,0.88,3.66,3.48,0.63,9.95,16.29,1.65,4.4,51.3,1.29,72.46,Fresh Garlic
5:07:37 AM,22-07-23,21.6,21,0.2,0.55,0.38,1.63,3.65,4.89,0.9,3.42,3.18,0.64,10.36,17.01,1.62,4.34,53.94,1.29,67.37,Fresh Garlic
5:07:37 AM,22-07-23,21.6,21,0.2,0.54,0.38,1.67,3.65,4.22,0.88,3.63,3.35,0.64,10.13,17.87,1.61,4.26,54.03,1.33,67.2,Fresh Garlic
5:07:38 AM,22-07-23,21.6,21,0.2,0.55,0.36,1.64,3.71,4.12,0.89,3.66,3.51,0.65,9.91,17.12,1.66,4.33,52.48,1.31,70.11,Fresh Garlic
5:07:38 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.65,3.61,4.29,0.87,3.6,2.97,0.67,10.7,16.09,1.6,4.42,51.03,1.29,73.02,Fresh Garlic
5:07:39 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.66,3.62,4.29,0.88,3.6,3.79,0.65,9.57,16.91,1.6,4.34,52.11,1.3,70.82,Fresh Garlic
5:07:39 AM,22-07-23,21.6,21,0.2,0.54,0.36,1.66,3.7,4.08,0.85,3.68,2.97,0.63,10.7,14.65,1.6,4.57,53.48,1.31,68.21,Fresh Garlic
5:07:40 AM,22-07-23,21.6,21,0.2,0.54,0.35,1.66,3.73,4.15,0.87,3.65,3.41,0.64,10.04,14.19,1.61,4.63,52.21,1.3,70.65,Fresh Garlic
5:07:40 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.65,3.62,4.15,0.88,3.65,3.28,0.64,10.22,16.8,1.62,4.35,50.76,1.3,73.59,Fresh Garlic
5:07:41 AM,22-07-23,21.6,21,0.2,0.55,0.4,1.65,3.59,3.91,0.88,3.74,2.79,0.64,11,17.44,1.63,4.3,51.84,1.31,71.36,Fresh Garlic
5:07:41 AM,22-07-23,21.6,21,0.2,0.55,0.42,1.65,3.54,3.78,0.87,3.79,3.35,0.61,10.13,16.09,1.61,4.42,51.66,1.26,71.73,Fresh Garlic
5:07:42 AM,22-07-23,21.6,21,0.2,0.54,0.36,1.65,3.69,4.47,0.88,3.54,3.51,0.61,9.91,16.19,1.64,4.41,52.57,1.27,69.94,Fresh Garlic
5:07:43 AM,22-07-23,21.6,21,0.2,0.54,0.37,1.65,3.67,4.7,0.91,3.47,4.48,0.63,8.89,17.55,1.62,4.29,51.93,1.28,71.18,Fresh Garlic
5:07:43 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.69,3.61,4.22,0.81,3.63,3.45,0.66,10,16.39,1.64,4.39,52.75,1.29,69.59,Fresh Garlic
5:07:44 AM,22-07-23,21.6,21,0.2,0.54,0.36,1.68,3.69,4.22,0.89,3.63,3.41,0.58,10.04,16.29,1.6,4.4,51.93,1.29,71.18,Fresh Garlic
5:07:44 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.64,3.62,4.51,0.84,3.53,3.55,0.64,9.87,16.49,1.63,4.38,52.39,1.31,70.29,Fresh Garlic
5:07:45 AM,22-07-23,21.6,21,0.2,0.54,0.39,1.64,3.61,4.12,0.92,3.66,3.48,0.64,9.95,16.39,1.62,4.39,52.21,1.3,70.65,Fresh Garlic
5:07:45 AM,22-07-23,21.6,21,0.2,0.55,0.36,1.65,3.7,4.19,0.89,3.64,3.22,0.63,10.31,16.19,1.61,4.41,51.66,1.3,71.73,Fresh Garlic
5:07:46 AM,22-07-23,21.6,21,0.2,0.54,0.38,1.66,3.64,4.26,0.87,3.62,3.41,0.64,10.04,17.98,1.64,4.25,51.66,1.4,71.73,Fresh Garlic
